Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																																			0.000056	17.107863	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	0.000029																																																														-4.244786	13.463438	-0.000023	0.000032	-0.000170	28.731927	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021																															-55.058381	
 1 	 2																																																																			0.000056	38.046844	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	0.000034																																																														-4.178818	13.593382	-0.000022	0.000032	-5.801125	14.568086	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021																															-56.228483	
 1 	 3																																																																			0.000056	41.666320	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	0.000043																																																														-4.132217	13.686427	-0.000022	0.000033	-6.889841	12.731763	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021																															-57.062577	
 1 	 4																																																																			0.000056	41.666420	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	0.000062																																																														-4.075677	13.795558	-0.000022	0.000034	-6.560503	13.226213	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000020	0.000022	-0.000021	0.000021	-0.000021	0.000021																															-58.052157	
 1 	 5																																																																			0.000056	41.666454	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	0.000117																																																														-4.013157	13.910146	-0.000021	0.000034	-6.224469	13.771080	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000020	0.000022	-0.000021	0.000021	-0.000021	0.000021																															-59.110256	
 1 	 6																																																																			0.000056	41.666470	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	5.477303																																																														-5.910622	10.474935	-0.000021	0.000035	-5.958426	14.223593	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000020	0.000022	-0.000021	0.000021	-0.000021	0.000021																															-59.973339	
 1 	 7																																																																			0.000056	41.666480	0.000001	0.000000	0.000000	0.000000	0.000009	0.000003	0.000002	0.000000	10.147726																																																														-7.929595	7.929607	-0.000020	0.000035	-5.766978	14.559819	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000020	0.000022	-0.000021	0.000022	-0.000021	0.000021																															-60.607144	
 1 	 8																																																																			0.000056	41.666486	0.000001	0.000000	0.000000	0.000000	0.000008	0.000003	0.000002	0.000000	10.143772																																																														-7.941594	7.941587	-0.000020	0.000035	-5.773313	14.546400	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000020	0.000022	-0.000021	0.000022	-0.000021	0.000021																															-60.583426	
 1 	 9																																																																			0.000056	41.666491	0.000001	0.000000	0.000000	0.000000	0.000008	0.000002	0.000002	0.000003	9.004575																																																														-7.983610	7.983709	-0.000024	0.000031	-8.029460	11.138446	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021	-0.000021	0.000021																															-53.780228	
 1 	 10																																																																			0.000055	37.213532	0.000001	0.000000	0.000000	0.000000	0.000008	0.000002	0.000001	0.000006	14.888879																																																														-12.228947	4.823968	-0.000029	0.000025	-9.483747	9.483689	-0.000022	0.000021	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000020	-0.000022	0.000020	-0.000022	0.000021	-0.000021	0.000021																															-44.697439	
 1 	 11																																																																			0.000055	30.670927	0.000001	0.000000	0.000000	0.000000	0.000008	0.000002	0.000001	0.000009	21.832395																																																														-17.912294	2.247765	-0.000034	0.000021	-9.435900	9.434511	-0.000022	0.000021	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000020	-0.000023	0.000019	-0.000022	0.000020	-0.000022	0.000020																															-36.837460	
 1 	 12																																																																			0.000055	33.895818	0.000001	0.000000	0.000000	0.000000	0.000008	0.000002	0.000001	0.000009	21.832399																																																														-18.763217	1.915689	-0.000039	0.000018	-14.753099	5.644409	-0.000022	0.000021	-0.000022	0.000021	-0.000021	0.000021	-0.000021	0.000020	-0.000023	0.000019	-0.000022	0.000020	-0.000022	0.000020																															-29.772044	
